gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
171,S/N,S/D,ESPACIO VERDE,37,GUEMES INVICO,S/N (1191)-S/N (52) B. GUEMES INVICO,"{""type"":""Polygon"",""coordinates"":[[[-58.7945634885816,-27.4860620709405],[-58.7945528516215,-27.4860634387359],[-58.794541032265,-27.486071096164],[-58.7943847548918,-27.4863739139957],[-58.7946083578377,-27.486345789695],[-58.7945634885816,-27.4860620709405]]]}"
174,S/N,S/D,ESPACIO VERDE,93,SERANTES,ESCOCIA- NICARAGUA- SANTIAGO ZIBELMAN,"{""type"":""Polygon"",""coordinates"":[[[-58.8054915574671,-27.5001031960067],[-58.8055287181419,-27.5004320181699],[-58.806102392358,-27.4999898557362],[-58.8054915574671,-27.5001031960067]]]}"
181,"JOSE LEONCIO ""YACARE"" AGUIRRE",6741,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-DR. VALERIO BONASTRE-RAFAELA-B. CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8304260456481,-27.495192073938],[-58.8304667455908,-27.495385669634],[-58.8309033244721,-27.4953126819634],[-58.8308626248035,-27.4951190854764],[-58.8304260456481,-27.495192073938]]]}"
112,SAN JUAN PABLO II,6908,PLAZOLETA,7,ANTARTIDA ARGENTINA,ESPARTA-RECONQUISTA-PJE. TOMAS GUIDO,"{""type"":""Polygon"",""coordinates"":[[[-58.8118093837558,-27.4726130397599],[-58.8111761846436,-27.4730865373934],[-58.8118899051333,-27.4729232327704],[-58.8118093837558,-27.4726130397599]]]}"
179,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,RAFAELA-JOSE MANUEL ESTRADA-IBERA-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.83318587615,-27.4976144103935],[-58.8332522408707,-27.4979121150272],[-58.8334095387741,-27.4978842307724],[-58.8333431746431,-27.4975865271107],[-58.83318587615,-27.4976144103935]]]}"
180,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-DR. VALERIO BONASTRE-S/N-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8306687217684,-27.4943289706447],[-58.8307358408538,-27.4946482307737],[-58.8308820290776,-27.4946237902595],[-58.8308149106009,-27.4943045292935],[-58.8306687217684,-27.4943289706447]]]}"
182,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,S/N-DR. VALERIO BONASTRE-RAFAELA-CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8309811063378,-27.4958148626018],[-58.8310475738306,-27.4961310194582],[-58.8311937649727,-27.4961065795911],[-58.8311272960596,-27.4957904227824],[-58.8309811063378,-27.4958148626018]]]}"
183,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-JOSE MANUEL ESTRADA-S/N-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8312007678051,-27.4942400192639],[-58.8312678873611,-27.4945592809824],[-58.8315274461221,-27.494515885233],[-58.8314603248124,-27.494196624509],[-58.8312007678051,-27.4942400192639]]]}"
185,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-JOSE MANUEL ESTRADA-RAFAELA-B. CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8323346123981,-27.4949036254207],[-58.8323636894616,-27.4950428916716],[-58.8327068667408,-27.4949859109467],[-58.8326777892548,-27.4948466447534],[-58.8323346123981,-27.4949036254207]]]}"
186,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,MATIAS PIPET- COMODORO RIVADAVIA- JOSE MANUEL ESTRADA,"{""type"":""Polygon"",""coordinates"":[[[-58.8314416376414,-27.4908384283261],[-58.8318163560337,-27.4907753431297],[-58.8317837826159,-27.4907166217389],[-58.8314276541741,-27.4907678757873],[-58.8314416376414,-27.4908384283261]]]}"
195,S/N,S/D,ESPACIO VERDE,1,17 DE AGOSTO,EL TREBOL-CNEL. ARTAZA,"{""type"":""Polygon"",""coordinates"":[[[-58.7828632357169,-27.4887401731014],[-58.7829211859186,-27.4890954722813],[-58.7833028932608,-27.4890483001664],[-58.7832455972926,-27.4886913592354],[-58.7828632357169,-27.4887401731014]]]}"
113,EVITA,3963,PLAZOLETA,14,BERON DE ASTRADA,SARMIENTO- MAIPÚ- CALLE 106,"{""type"":""Polygon"",""coordinates"":[[[-58.8301044900574,-27.47784604614],[-58.8298061786052,-27.4782254040122],[-58.8298060216003,-27.4782257734223],[-58.8298033285873,-27.4782344108657],[-58.8298023581654,-27.4782433341686],[-58.8298024781176,-27.4782471696964],[-58.829804004723,-27.4782560308828],[-58.8298072333769,-27.4782645210141],[-58.8298120659788,-27.4782723821219],[-58.8298183556927,-27.4782793753501],[-58.8301861699199,-27.478503446855],[-58.8301871461962,-27.4785043928369],[-58.8301905976851,-27.4785070493122],[-58.8301945139455,-27.4785091308797],[-58.8301987759838,-27.4785105742923],[-58.8302032543001,-27.4785113356924],[-58.8302078128229,-27.4785113919454],[-58.8302123130438,-27.4785107413419],[-58.8302166182257,-27.4785094036503],[-58.8302205975577,-27.4785074195156],[-58.8302241301299,-27.4785048492248],[-58.8302271086068,-27.478501770875],[-58.8302294424889,-27.4784982780003],[-58.8302310608623,-27.4784944767299],[-58.8302319145538,-27.4784904825635],[-58.8302319776244,-27.478486416862],[-58.8301556639222,-27.4778527337197],[-58.8301548754244,-27.4778493270869],[-58.8301532096652,-27.4778454209834],[-58.8301508087115,-27.4778418322086],[-58.8301477455151,-27.4778386698055],[-58.8301441131496,-27.4778360298621],[-58.8301400219827,-27.4778339925917],[-58.8301355963223,-27.4778326198957],[-58.8301309706397,-27.4778319534827],[-58.830126285484,-27.4778320136013],[-58.8301216832112,-27.477832798425],[-58.8301173036588,-27.4778342841071],[-58.8301132798974,-27.477836425506],[-58.8301097341867,-27.4778391575565],[-58.8301067742614,-27.4778423972466],[-58.8301044900574,-27.47784604614]]]}"
120,EJERCITO ARGENTINO,1122,PLAZA,68,POPULAR,V. DE LA PLAZA-BASAVILBASO,"{""type"":""Polygon"",""coordinates"":[[[-58.7938513891573,-27.4696448354501],[-58.7939159510016,-27.4701700304744],[-58.7941968337472,-27.4701369116606],[-58.7942137587959,-27.4702269295432],[-58.7947527551095,-27.4701521016152],[-58.7947036587153,-27.469829728102],[-58.7943986798044,-27.4696044846407],[-58.7944170434614,-27.4697682070589],[-58.7938513891573,-27.4696448354501]]]}"
123,ESTADO DE ISRAEL,2603,PLAZA,8,APIPE,ARGERICH-MADRID-SICILIA-GUADALAJARA,"{""type"":""Polygon"",""coordinates"":[[[-58.7858343849052,-27.4580453440657],[-58.7859964665415,-27.4589359645677],[-58.7864955205471,-27.4588628823431],[-58.7863334349588,-27.4579722622863],[-58.7858343849052,-27.4580453440657]]]}"
114,PEDRO GIACHINO,1155,PLAZA,90,SANTA TERESITA,NECOCHEA-RECONQUISTA-GRAL. PAZ-CORNELIO SAAVEDRA,"{""type"":""Polygon"",""coordinates"":[[[-58.8137377643757,-27.4812631902554],[-58.8125317109334,-27.4814333364054],[-58.8126862012315,-27.4823082295715],[-58.8138898724184,-27.4821406509496],[-58.8137377643757,-27.4812631902554]]]}"
116,MANUEL BELGRANO,1096,PLAZA,10,AYUDA MUTUA,SANTA ROSA- SANTO DOMINGO- ALCARAZ PASCUAL RUIZ HUIDOBRO ,"{""type"":""Polygon"",""coordinates"":[[[-58.8200458228816,-27.4833714744755],[-58.82072083969,-27.4833204819062],[-58.8206910382169,-27.4830067081497],[-58.8200160233197,-27.4830577006364],[-58.8200458228816,-27.4833714744755]]]}"
124,GRAL. BELGRANO,S/D,PLAZA,9,ARAZATI,DR. ESIO ARIEL SILVEIRA-PAGO LARGO-LAVALLE,"{""type"":""Polygon"",""coordinates"":[[[-58.8495809550169,-27.4743939821859],[-58.8496716349997,-27.4751017085973],[-58.8497003977853,-27.4753300836035],[-58.8507755149984,-27.4751882926744],[-58.8507702249318,-27.4751712209281],[-58.8507070661241,-27.4751523089613],[-58.850631215514,-27.475120642542],[-58.8505642406882,-27.4750818307073],[-58.8504877166478,-27.4750175844619],[-58.8503924323935,-27.4749283691309],[-58.8502247252465,-27.4747697076931],[-58.8500326825198,-27.4745872039483],[-58.8498135282077,-27.4743851660589],[-58.849775538699,-27.4743609403994],[-58.8497245944416,-27.4743274941409],[-58.8496708757878,-27.4743079208544],[-58.8496588763862,-27.4743041221459],[-58.8496307872127,-27.4743007318883],[-58.849604125446,-27.4743060158074],[-58.8495885582757,-27.474314549561],[-58.849576954021,-27.4743311468148],[-58.8495752452779,-27.4743440245443],[-58.8495756499789,-27.4743692261398],[-58.8495809550169,-27.4743939821859]]]}"
115,S/N,S/D,PLAZA,84,SAN MARCOS,HAITI- LOS ALPES- CALLE 173,"{""type"":""Polygon"",""coordinates"":[[[-58.8237426986135,-27.4887821375701],[-58.8237577738874,-27.4890202082061],[-58.8241249145899,-27.4890049935271],[-58.8237426986135,-27.4887821375701]]]}"
121,S/N,S/D,PLAZA,20,CIUDAD DE ESTEPA,COSQUIN-JOSE MANUEL ESTRADA-RAFAELA-B. CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8314819123289,-27.4950155295735],[-58.8315052126048,-27.4951263586726],[-58.8315273116876,-27.4952314740374],[-58.832077261707,-27.4951395288091],[-58.8320460306243,-27.4949909840381],[-58.8318700078153,-27.4950204132121],[-58.8318558375827,-27.4949530136406],[-58.8314819123289,-27.4950155295735]]]}"
187,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,S/N-JOSE MANUEL ESTRADA-COSQUIN-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.832202147745,-27.4929807782112],[-58.8322798132416,-27.4933441742383],[-58.8324110073065,-27.4933218764472],[-58.8323333424006,-27.4929584804878],[-58.832202147745,-27.4929807782112]]]}"
219,S/N,S/D,ESPACIO VERDE,98,UNIVERSITARIO,AGUSTIN MAZA-TOMAS GODOY CRUZ-JOSE MALABIA,"{""type"":""Polygon"",""coordinates"":[[[-58.7888579364286,-27.4807702757026],[-58.7889527517689,-27.4807533071186],[-58.7891031669944,-27.4807094996924],[-58.7892355552588,-27.480656766211],[-58.7888050682901,-27.4805207774533],[-58.7888579364286,-27.4807702757026]]]}"
220,S/N,S/D,ESPACIO VERDE,77,SAN ANTONIO,ORAN- ACONQUIJA- TAFI DEL VALLE,"{""type"":""Polygon"",""coordinates"":[[[-58.817608752456,-27.5104955261142],[-58.8186291416423,-27.5106567022443],[-58.8187119886364,-27.5100929174685],[-58.8176795893305,-27.509980119736],[-58.817608752456,-27.5104955261142]]]}"
190,,S/D,ESPACIO VERDE,84,SAN MARCOS,HAITI- ROQUE LIBRADO GONZALEZ- PJE. 175,"{""type"":""Polygon"",""coordinates"":[[[-58.8232790023299,-27.4885243029271],[-58.8232159121639,-27.4886246501379],[-58.8234308338945,-27.4886135634168],[-58.8232790023299,-27.4885243029271]]]}"
188,TOMAS EDUARDO CASTILLO ODENA,4005,PLAZA,15,CACIQUE CANINDEYU,USHUAIA- PROF. PEDRO CRESPO,"{""type"":""Polygon"",""coordinates"":[[[-58.8280815632783,-27.4893483504617],[-58.8281067282225,-27.4895266202678],[-58.8285045538141,-27.4894810844793],[-58.8284770478157,-27.4893027399815],[-58.8280815632783,-27.4893483504617]]]}"
189,TOMAS EDUARDO CASTILLO ODENA,4005,PLAZA,15,CACIQUE CANINDEYU,USHUAIA- PROF. PEDRO CRESPO,"{""type"":""Polygon"",""coordinates"":[[[-58.8286330790717,-27.4892825784524],[-58.8286588296881,-27.489463525747],[-58.8290588319904,-27.4894177206518],[-58.8290338295878,-27.4892370449896],[-58.8286330790717,-27.4892825784524]]]}"
126,VIRGEN STELLA MARIS,1381,PLAZOLETA,48,LA ROSADA,MENDOZA-JUAN TORRES DE VERA Y ARAGON,"{""type"":""Polygon"",""coordinates"":[[[-58.8344185949296,-27.4612576293037],[-58.8344267797872,-27.4614709826916],[-58.8348345686822,-27.4614558316999],[-58.834812870608,-27.4612509013289],[-58.8344185949296,-27.4612576293037]]]}"
128,DOMINGO F. SARMIENTO,308,PLAZOLETA,14,BERON DE ASTRADA,SARMIENTO-NECOCHEA- REPUBLICA DEL LIBANO,"{""type"":""Polygon"",""coordinates"":[[[-58.8303868463496,-27.4799087219751],[-58.8303837881575,-27.4799029318209],[-58.8303791210354,-27.4798985859631],[-58.8303729630318,-27.4798959477972],[-58.8303662306984,-27.479895415888],[-58.8303606144116,-27.479896658761],[-58.8303535283597,-27.4799009481092],[-58.8302341645662,-27.4800524392647],[-58.8302333968379,-27.4800599853656],[-58.8302340424776,-27.4800675673954],[-58.830236187905,-27.4800752081116],[-58.8302392858543,-27.4800816010932],[-58.8302422496005,-27.4800860061893],[-58.8302488510393,-27.4800931918912],[-58.8303962538684,-27.4801439860821],[-58.8304009958417,-27.4801434956488],[-58.8304045943733,-27.4801422868411],[-58.8304075910738,-27.4801404770089],[-58.8304102375919,-27.4801378800609],[-58.830411896616,-27.4801352102487],[-58.8304129224173,-27.4801320582741],[-58.8304130557384,-27.4801282200142],[-58.8304126464469,-27.4801252257589],[-58.8303868463496,-27.4799087219751]]]}"
129,S/N,S/D,PLAZOLETA,16,CAMBA CUA,FRAY J. DE LA QUINTANA-COSTANERA GRAL. SAN MARTIN-SAN LUIS,"{""type"":""Polygon"",""coordinates"":[[[-58.8427422379131,-27.4624864426712],[-58.8430756103258,-27.4624609695976],[-58.843078532286,-27.4624610728744],[-58.8430814299598,-27.4624607219767],[-58.8430842153027,-27.4624599275663],[-58.8430868036835,-27.4624587137809],[-58.8430891164556,-27.4624571175009],[-58.8430910833465,-27.4624551872284],[-58.8430926445932,-27.4624529816139],[-58.8430937527581,-27.4624505676737],[-58.8430943741702,-27.4624480187542],[-58.8430944899481,-27.4624454123032],[-58.8430940965742,-27.4624428275162],[-58.8430932060008,-27.4624403429307],[-58.8430918452877,-27.4624380340396],[-58.8430900557794,-27.4624359709974],[-58.8430878918492,-27.4624342164886],[-58.8430871230827,-27.4624337245711],[-58.8427134123503,-27.4622148718142],[-58.8427091637936,-27.4622142393172],[-58.8427048566553,-27.4622142745231],[-58.8427006218055,-27.4622149763621],[-58.8426965879179,-27.4622163235093],[-58.8426928775601,-27.4622182750323],[-58.8426896034694,-27.4622207716351],[-58.8426868651273,-27.4622237374597],[-58.8426847457371,-27.462227082391],[-58.8426833096953,-27.462230704795],[-58.8426828817036,-27.4622324842755],[-58.8427044506461,-27.4624627582482],[-58.8427062716665,-27.4624678495054],[-58.8427090561276,-27.4624725813427],[-58.8427127194248,-27.4624768099856],[-58.842717150251,-27.4624804069488],[-58.8427222139775,-27.4624832629404],[-58.8427277567457,-27.4624852911824],[-58.8427336101412,-27.4624864300477],[-58.8427395963114,-27.4624866449324],[-58.8427422379131,-27.4624864426712]]]}"
259,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,CIUDAD DE AREQUIPA- MATIAS PIPET- COSQUIN,"{""type"":""Polygon"",""coordinates"":[[[-58.8334827287326,-27.4930225984658],[-58.8334793649749,-27.4930133091985],[-58.8334730950518,-27.4930060535847],[-58.8334639081175,-27.493001860541],[-58.8334529796534,-27.4929986819053],[-58.8334437872975,-27.4929950033186],[-58.8334316887758,-27.4929933583842],[-58.8334149479803,-27.4929942470509],[-58.8333670223249,-27.4929979613014],[-58.833358347209,-27.4929999465881],[-58.8333496449752,-27.4930045041661],[-58.8333397347156,-27.4930141966544],[-58.8333332966711,-27.4930228892447],[-58.8333280449571,-27.4930285047575],[-58.833326809813,-27.4930362119601],[-58.8333244263023,-27.493043395031],[-58.8333219777077,-27.4930567516025],[-58.8333218909295,-27.4930649829366],[-58.8335064339294,-27.4934009575188],[-58.8335086981344,-27.4934050925297],[-58.8335167638463,-27.4934061891492],[-58.8335225436616,-27.4934052085912],[-58.8335318065495,-27.4934021992143],[-58.8335353330039,-27.4933960547285],[-58.8335366277883,-27.4933826884817],[-58.8334827287326,-27.4930225984658]]]}"
127,INDEPENDENCIA,385,PLAZOLETA,14,BERON DE ASTRADA,LAMADRID-REPUBLICA DEL LIBANO-AVIADOR J. CORREA FERNANDEZ,"{""type"":""Polygon"",""coordinates"":[[[-58.8286921628192,-27.4820253908267],[-58.8286778623559,-27.4820286993319],[-58.8283920082082,-27.4823861416318],[-58.828396687527,-27.4823933094026],[-58.8285212671964,-27.4823995914481],[-58.8286413736792,-27.4824079110915],[-58.8287171489798,-27.4824178427178],[-58.8287901976266,-27.4824273001984],[-58.8288808060231,-27.4824409658557],[-58.8290461392802,-27.4820377532697],[-58.8286921628192,-27.4820253908267]]]}"
201,RAFAEL BARRIOS,6926,PLAZA,56,MOLINA PUNTA,LAS AZUCENAS-TTE. ALFREDO JORGE ALBERTO VAZQUEZ-TTE. JUAN JOSE ARRARAS-CAMBA PUNTA,"{""type"":""Polygon"",""coordinates"":[[[-58.7665888063384,-27.4584731104661],[-58.7681652940144,-27.4586315166869],[-58.7682878773378,-27.4584752111832],[-58.768314176488,-27.4582835577129],[-58.7669669896213,-27.4581530558255],[-58.7668297128933,-27.4583264782157],[-58.7667138083212,-27.4583168278145],[-58.7665888063384,-27.4584731104661]]]}"
200,S/N,S/D,PLAZA,12,BAÑADO NORTE,GUIDO SPANO-VELEZ SARSFIELD-SANTIAGO DEL ESTERO,"{""type"":""Polygon"",""coordinates"":[[[-58.8177766742173,-27.4580251509509],[-58.8177847444113,-27.458102369684],[-58.817816563453,-27.4584315931948],[-58.8185151964069,-27.4583740333573],[-58.81850756927,-27.4582923979976],[-58.81847349208,-27.457965217214],[-58.818473455376,-27.4579648650015],[-58.8177766742173,-27.4580251509509]]]}"
207,17 DE AGOSTO,S/D,PLAZA,1,17 DE AGOSTO,LAVALLE-PEDRO ARAOZ,"{""type"":""Polygon"",""coordinates"":[[[-58.7928591079179,-27.4844231807727],[-58.7928986669001,-27.4846898923777],[-58.7932619522464,-27.4846379405889],[-58.7932133162225,-27.4843749211603],[-58.7928591079179,-27.4844231807727]]]}"
204,S/N,S/D,ESPACIO VERDE,79,SAN GERONIMO,SANCHEZ DE BUSTAMANTE-GABRIELA MISTRAL-DEL SAN GERONIMO,"{""type"":""Polygon"",""coordinates"":[[[-58.7861049447979,-27.4695689579363],[-58.7860365445687,-27.4702080748353],[-58.7863546508845,-27.4701693342154],[-58.7867954299789,-27.4701151221506],[-58.7867361861568,-27.4697295131332],[-58.7861049447979,-27.4695689579363]]]}"
169,S/N,S/D,PLAZA,83,SAN MARCELO,PTE. DR. ARTURO FRONDIZI-LARREA-NIZA,"{""type"":""Polygon"",""coordinates"":[[[-58.7956872818877,-27.4912635936017],[-58.7951510503916,-27.4913261140079],[-58.7952172774994,-27.4917762998059],[-58.7957556435645,-27.4917100664468],[-58.7956872818877,-27.4912635936017]]]}"
193,CABO JULIO ANTONIO CARDOZO,3522,ESPACIO VERDE,3,9 DE JULIO,BICENTENARIO DE LA PATRIA-PITAGORAS-RIO DE JANEIRO,"{""type"":""Polygon"",""coordinates"":[[[-58.7995193253454,-27.4935104321289],[-58.7996289670458,-27.4937017620849],[-58.8001350464099,-27.4935814642388],[-58.8001387364813,-27.4935648048442],[-58.7995193253454,-27.4935104321289]]]}"
194,S/N,S/D,ESPACIO VERDE,3,9 DE JULIO,PITAGORAS-DR. MIGUEL SUSSINI,"{""type"":""Polygon"",""coordinates"":[[[-58.8013916081723,-27.4927728024103],[-58.8014106132279,-27.4926014625315],[-58.8015092258286,-27.4926101611631],[-58.8015264582368,-27.4924548007783],[-58.8011548349657,-27.4924203036989],[-58.8011375836637,-27.492608974486],[-58.8011407424448,-27.4926413409346],[-58.8011566548722,-27.4926842492682],[-58.8011820830712,-27.4927126347618],[-58.8012145520557,-27.4927389945027],[-58.8012564803144,-27.4927560469119],[-58.80128214583,-27.4927625272081],[-58.8013916081723,-27.4927728024103]]]}"
208,S/N,S/D,ESPACIO VERDE,1,17 DE AGOSTO,CNEL. ARTAZA-CERDEÑA,"{""type"":""Polygon"",""coordinates"":[[[-58.7834041183607,-27.4920176371088],[-58.7834584840954,-27.4923570810236],[-58.7838390542767,-27.49230437751],[-58.7837840571238,-27.4919650193282],[-58.7834041183607,-27.4920176371088]]]}"
217,MARIA EVA DUARTE DE PERON,5884,PLAZA,44,JOSE MARIA PONCE,JOSE NIELLA-ROMULO GREGORIO ARTIEDA,"{""type"":""Polygon"",""coordinates"":[[[-58.7688659280075,-27.4953362661903],[-58.7689576245703,-27.4958588095472],[-58.7692575201004,-27.4958169927736],[-58.7692262339915,-27.4956387085697],[-58.769925988335,-27.4955411336727],[-58.7698655556324,-27.495196768332],[-58.7688659280075,-27.4953362661903]]]}"
218,S/N,S/D,ESPACIO VERDE,133,ZONA SUR PONCE,CALLE 420-ROMULO GREGORIO ARTIEDA,"{""type"":""Polygon"",""coordinates"":[[[-58.7699416318802,-27.5013436194107],[-58.7699890095642,-27.5016484327891],[-58.7706691385694,-27.5015521751963],[-58.7706197339226,-27.5012598118025],[-58.7699416318802,-27.5013436194107]]]}"
212,ING. GIOVANNI COLL,3065,PLAZA,66,PIRAYUI,LORETO-GUILLERMO RAUL OJEDA-CUBA-JULIO ANTONIO CARDOZO,"{""type"":""Polygon"",""coordinates"":[[[-58.7814538270186,-27.5066739266297],[-58.78159587058,-27.5074841653879],[-58.7830725000724,-27.5072674193172],[-58.7829163002125,-27.5064666860863],[-58.7824189559382,-27.506539448701],[-58.7823354361393,-27.5060945012734],[-58.7813773411902,-27.5062374847296],[-58.7814538270186,-27.5066739266297]]]}"
210,PLAZA DE LA AMISTAD,3966,PLAZA,58,NTRA SRA DE GUADALUPE,MERCEDARIA- PUNTA MOGOTES- LAS CUEVAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8209514485277,-27.5080819910838],[-58.8209000598578,-27.5084047889489],[-58.8211049865119,-27.508424690165],[-58.8211563735862,-27.5081018921981],[-58.8209514485277,-27.5080819910838]]]}"
230,S/N,S/D,ESPACIO VERDE,55,MALVINAS ARGENTINAS,COSQUIN-EL MAESTRO-RAFAELA-B. MALVINAS ARGENTINAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8279154725582,-27.4959946916199],[-58.8281199483524,-27.4959636213286],[-58.8280581679764,-27.4956403005179],[-58.8278536937907,-27.4956713698442],[-58.8279154725582,-27.4959946916199]]]}"
213,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,S/N-JOSE MANUEL ESTRADA-RAFAELA-CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8328655319882,-27.4957709048163],[-58.8329958405868,-27.495749267727],[-58.8329312015167,-27.4954396903904],[-58.8328008932747,-27.495461327431],[-58.8328655319882,-27.4957709048163]]]}"
214,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,S/N-CIUDAD DE AREQUIPA-RAFAELA-B. CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8333473106852,-27.4956916097146],[-58.833477618092,-27.4956699730617],[-58.8334129777122,-27.4953603950027],[-58.8332826696408,-27.4953820325007],[-58.8333473106852,-27.4956916097146]]]}"
215,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-CIUDAD DE AREQUIPA-S/N-CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8330535543011,-27.4943032845652],[-58.833183861111,-27.4942816490448],[-58.8331192222082,-27.4939720717416],[-58.8329889147432,-27.4939937072048],[-58.8330535543011,-27.4943032845652]]]}"
216,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,COSQUIN-JOSE MANUEL ESTRADA-S/N-CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8325725528958,-27.4943793776119],[-58.8327028598819,-27.4943577416458],[-58.832638222288,-27.4940481650652],[-58.8325079156681,-27.4940698000804],[-58.8325725528958,-27.4943793776119]]]}"
231,TORRENT,S/D,PLAZA,17,CENTRO,BELGRANO-CATAMARCA-BOLIVAR-SAN LORENZO,"{""type"":""Polygon"",""coordinates"":[[[-58.8333332821142,-27.4713274582695],[-58.8322310895991,-27.4714518079298],[-58.832343574867,-27.4724354271947],[-58.8334374995574,-27.4723211033657],[-58.8333332821142,-27.4713274582695]]]}"
260,DR. JORGE O. BENCHETRIT MEDINA,2069,PLAZA,61,CIUDAD DE VALENCIA,CARLOS E. CASTAGNINO-JOSEFINA CONTTE-SARA SAENZ CAVIA DE MORALES TORRE,"{""type"":""Polygon"",""coordinates"":[[[-58.7821329524233,-27.4459222761379],[-58.7817495722628,-27.4458134521412],[-58.7815443458534,-27.4463428297248],[-58.7819333267923,-27.4464605985183],[-58.7821329524233,-27.4459222761379]]]}"
228,S/N,S/D,ESPACIO VERDE,55,MALVINAS ARGENTINAS,COSQUIN-EL MAESTRO-RAFAELA-B. MALVINAS ARGENTINAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8275713080926,-27.4964584248151],[-58.8276081455727,-27.4964121075787],[-58.8277672443986,-27.4963879695827],[-58.8277216786395,-27.4961491383626],[-58.82751819205,-27.4961800097642],[-58.8275713080926,-27.4964584248151]]]}"
310,S/N,,PLAZOLETA,55,MALVINAS ARGENTINAS,PATAGONIA- BARILOCHE- PAYSANDU,"{""type"":""Polygon"",""coordinates"":[[[-58.8230947081845,-27.492728045403],[-58.8231011067787,-27.4927626044205],[-58.823104273091,-27.4927797031852],[-58.8231207562035,-27.4928687251937],[-58.8231366767026,-27.4929547079233],[-58.8231477018114,-27.4930142544443],[-58.8243156780968,-27.4928422689685],[-58.8242626825076,-27.4925560602815],[-58.8230947081845,-27.492728045403]]]}"
311,REPUBLICA DEL PERU,2031,PLAZOLETA,55,MALVINAS ARGENTINAS,EL MAESTRO- BARILOCHE- PATAGONIA- PAYSANDU,"{""type"":""Polygon"",""coordinates"":[[[-58.8244623354803,-27.4925266600879],[-58.8245153315778,-27.4928128687157],[-58.8261386138974,-27.4925738201151],[-58.826085612655,-27.4922876119595],[-58.8244623354803,-27.4925266600879]]]}"
312,S/N,,PLAZOLETA,55,MALVINAS ARGENTINAS,PATAGONIA-EL MAESTRO-COSQUIN-B. MALVINAS ARGENTINAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8267968170725,-27.4922596010518],[-58.8268590962779,-27.4925997704693],[-58.8268879217364,-27.4925640323382],[-58.8270571789256,-27.4925393881906],[-58.8270005240551,-27.4922299417171],[-58.8267968170725,-27.4922596010518]]]}"
313,S/N,,PLAZA,55,MALVINAS ARGENTINAS,PATAGONIA-EL MAESTRO-COSQUIN-B. MALVINAS ARGENTINAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8273335881245,-27.4928679328108],[-58.8273962242236,-27.4931911223424],[-58.8276006110179,-27.493159620836],[-58.8275379743228,-27.4928364322792],[-58.8273335881245,-27.4928679328108]]]}"
314,S/N,,PLAZOLETA,55,MALVINAS ARGENTINAS,PATAGONIA-EL MAESTRO-COSQUIN-B. MALVINAS ARGENTINAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8270017612125,-27.4933794174752],[-58.8270556535186,-27.4936577140072],[-58.8270923600939,-27.4936113154287],[-58.8272513875236,-27.4935868248774],[-58.8272051569776,-27.4933480949889],[-58.8270017612125,-27.4933794174752]]]}"
