gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
1058,,,ESPACIO VERDE,9,ARAZATI,,"{""type"":""Polygon"",""coordinates"":[[[-58.8506589497152,-27.4743198791559],[-58.8506689878254,-27.474327451383],[-58.8516834261023,-27.4746848445107],[-58.8516711336859,-27.474673193265],[-58.8516592597642,-27.4746611845371],[-58.8516478344041,-27.4746488456452],[-58.851636867628,-27.4746361856955],[-58.8516263593421,-27.4746232137105],[-58.8516163296846,-27.4746099388798],[-58.8516067884905,-27.4745963883546],[-58.851597745782,-27.474582571241],[-58.8515892014654,-27.4745684965616],[-58.8515811857947,-27.4745541735894],[-58.8515736882794,-27.4745396383312],[-58.8515667190354,-27.4745248908707],[-58.8515608734939,-27.4745100714694],[-58.8515555962185,-27.4744950853124],[-58.8515509073474,-27.4744799415892],[-58.8515468065995,-27.4744646673676],[-58.8515432938811,-27.47444927167],[-58.8515403891429,-27.4744337817312],[-58.8515380821754,-27.4744182064901],[-58.8515363828133,-27.4744025730981],[-58.8515352807535,-27.4743868995167],[-58.8515347961338,-27.4743711949353],[-58.8515349185575,-27.4743554863383],[-58.8515356478372,-27.4743397917706],[-58.8515369837855,-27.4743241292774],[-58.8515389160992,-27.4743085168204],[-58.8515414648227,-27.4742929726113],[-58.8515446095367,-27.4742775145286],[-58.8515483500542,-27.4742621606171],[-58.851552686094,-27.4742469379445],[-58.8515576074467,-27.4742318554499],[-58.851563103809,-27.4742169310948],[-58.8515691850159,-27.4742021920303],[-58.8515758308357,-27.4741876380894],[-58.851583030778,-27.4741733052787],[-58.8515907847492,-27.4741592026208],[-58.8515990723304,-27.4741453479937],[-58.8516079035436,-27.4741317505035],[-58.8516172477607,-27.4741184369672],[-58.8516271047945,-27.4741054254298],[-58.8516374645291,-27.4740927158079],[-58.8516497867709,-27.4740761152732],[-58.8516627321661,-27.4740599078801],[-58.851676280483,-27.4740440934617],[-58.8516904314409,-27.4740286990853],[-58.8517051545988,-27.4740137335232],[-58.8517204394667,-27.4739992327818],[-58.8517362556971,-27.4739851966107],[-58.851752603103,-27.4739716430548],[-58.8517694611722,-27.4739585990148],[-58.8517867994639,-27.4739460732627],[-58.8518046078624,-27.4739340657149],[-58.8518228556463,-27.4739226122113],[-58.8518415326063,-27.4739117216906],[-58.8518606083954,-27.4739013939026],[-58.8518800727108,-27.4738916468088],[-58.8518998950184,-27.4738824982037],[-58.851920044971,-27.4738739478372],[-58.8519405121726,-27.4738660226931],[-58.851961266463,-27.4738587044762],[-58.8519822973528,-27.473852029193],[-58.8520035542634,-27.4738459964264],[-58.8520250372885,-27.4738405971537],[-58.8520467158008,-27.4738358581923],[-58.8524732594523,-27.473765022378],[-58.8524699058916,-27.4737469480838],[-58.8514849952718,-27.473869394078],[-58.8514272743267,-27.4738777246616],[-58.8513699190595,-27.4738878629028],[-58.8513130104872,-27.4738998004472],[-58.8512565993734,-27.4739135196675],[-58.8512007667353,-27.4739290122094],[-58.8511455836617,-27.4739462515901],[-58.8510911211481,-27.4739652203496],[-58.8510374401677,-27.473985891922],[-58.8510158991054,-27.4739929779229],[-58.8509946446591,-27.4740007159651],[-58.8509736971538,-27.4740090971933],[-58.8509530771015,-27.4740180947067],[-58.8509328147557,-27.4740277177787],[-58.8509129305351,-27.4740379485312],[-58.8508934448581,-27.4740487690862],[-58.8508743779561,-27.474060179611],[-58.8508557603637,-27.474072162311],[-58.8508376024773,-27.4740846902023],[-58.8508199446663,-27.4740977726416],[-58.8508027771894,-27.4741113734554],[-58.8507861507191,-27.4741254840388],[-58.850770065349,-27.4741400953694],[-58.8507545415915,-27.4741551805469],[-58.8507448952797,-27.4741654235993],[-58.8507356506962,-27.4741759496903],[-58.8507268079346,-27.4741867497973],[-58.8507183874139,-27.4741978060424],[-58.8507103891341,-27.4742091184256],[-58.8507028233983,-27.4742206689854],[-58.8506957107192,-27.4742324308212],[-58.8506890408873,-27.4742444128722],[-58.8506828445312,-27.4742565883213],[-58.8506771016065,-27.4742689389565],[-58.8506718424609,-27.4742814650283],[-58.8506670573532,-27.4742941303631],[-58.8506627563057,-27.474306944067],[-58.8506589497152,-27.4743198791559]]]}"
1079,,,,114,CREMONTE,,"{""type"":""Polygon"",""coordinates"":[[[-58.782580107312,-27.4834904472636],[-58.7825629932174,-27.4839182439461],[-58.7824558581521,-27.4838804148846],[-58.7823443841176,-27.4838609937462],[-58.7822409390263,-27.4838637779213],[-58.7823699923596,-27.483789278518],[-58.7824537504383,-27.4836959368095],[-58.782580107312,-27.4834904472636]]]}"
1080,,,,1,17 DE AGOSTO,,"{""type"":""Polygon"",""coordinates"":[[[-58.7828269376916,-27.4843669447131],[-58.7828274446646,-27.484320834237],[-58.7828279313575,-27.4842765681797],[-58.7828184223034,-27.4842008565699],[-58.7829029101213,-27.4842292643425],[-58.7829668589374,-27.4842445802976],[-58.7830412496405,-27.4842507645401],[-58.7831508588458,-27.4842517228623],[-58.7832625564265,-27.4842508547579],[-58.7832577967789,-27.4842604972815],[-58.7831527090047,-27.4842715684503],[-58.7830863929962,-27.4842834396814],[-58.7829914936119,-27.4843084342793],[-58.7828908207323,-27.4843412178594],[-58.7828269376916,-27.4843669447131]]]}"
1081,,,,44,JOSE MARIA PONCE,,"{""type"":""Polygon"",""coordinates"":[[[-58.7822187635414,-27.4847985635744],[-58.7820964944856,-27.484773283405],[-58.7819852631526,-27.4847317289338],[-58.7819317765069,-27.4847054365099],[-58.7818902277735,-27.4850979718086],[-58.7820368423291,-27.4849313966644],[-58.7821308406716,-27.4848473677824],[-58.7821704187994,-27.4848218897471],[-58.7822187635414,-27.4847985635744]]]}"
1082,,,,44,JOSE MARIA PONCE,,"{""type"":""Polygon"",""coordinates"":[[[-58.7817763617628,-27.4851548494072],[-58.7818153333087,-27.4849965552717],[-58.7818287161878,-27.4849081318039],[-58.7818339889782,-27.4848048805848],[-58.7818352473179,-27.4846905266531],[-58.7818176288733,-27.4845999872517],[-58.7817811742748,-27.4845295735391],[-58.7817300400409,-27.4844774772873],[-58.7816787434699,-27.4844401363637],[-58.7816109021345,-27.4844026505934],[-58.7815449462423,-27.4843817826595],[-58.7814706164725,-27.4843700643628],[-58.7813031410539,-27.4843649088587],[-58.7814309165441,-27.484406608709],[-58.7815070505207,-27.4844423225683],[-58.7815625035348,-27.4844778553442],[-58.7816178347897,-27.484524454608],[-58.7816525256579,-27.4845671839842],[-58.7816891831658,-27.4846191535461],[-58.7817173044175,-27.4846950281266],[-58.781737051791,-27.4847800523848],[-58.7817763617628,-27.4851548494072]]]}"
1083,,,,44,JOSE MARIA PONCE,,"{""type"":""Polygon"",""coordinates"":[[[-58.7817678849143,-27.4844215483602],[-58.7817586201404,-27.4843237036829],[-58.7817680697321,-27.4842167998251],[-58.7817118048806,-27.4842550438644],[-58.7816722674567,-27.4842768329378],[-58.7816038172447,-27.4842946797136],[-58.7815250671223,-27.4843087470944],[-58.7814505343855,-27.4843154729697],[-58.7815682129841,-27.4843349491456],[-58.7816670554559,-27.4843745508997],[-58.7817738253604,-27.484445580102],[-58.7817678849143,-27.4844215483602]]]}"
1086,SAN JUAN BOSCO,1931,PLAZA,43,SOL DE MAYO,,"{""type"":""Polygon"",""coordinates"":[[[-58.8009373101821,-27.4668486816056],[-58.8008005845607,-27.4664787893646],[-58.8007618124786,-27.4669016642926],[-58.8009373101821,-27.4668486816056]]]}"
1061,,,ESPACIO VERDE,9,ARAZATI,,"{""type"":""Polygon"",""coordinates"":[[[-58.8538210458624,-27.4748162438607],[-58.8538245398972,-27.4748343168572],[-58.8539717752714,-27.4748172140205],[-58.8542230909677,-27.4747863474323],[-58.8542266091115,-27.4747856094037],[-58.8542300980277,-27.4747847628546],[-58.8542335476004,-27.4747838077016],[-58.8542369578297,-27.4747827439448],[-58.8542403286221,-27.4747815806067],[-58.8542436498618,-27.4747803176042],[-58.8542469216421,-27.4747789459146],[-58.8542501337539,-27.4747774744772],[-58.8542532963129,-27.4747759033753],[-58.854256388994,-27.474774241465],[-58.8542594219132,-27.4747724888295],[-58.854262374932,-27.4747706362798],[-58.8542652681889,-27.4747686930049],[-58.8542680712428,-27.4747666677776],[-58.8542708043255,-27.4747645607645],[-58.8542734472986,-27.4747623627764],[-58.8542760101846,-27.4747600829193],[-58.8542784726585,-27.4747577300492],[-58.854280854952,-27.4747553043325],[-58.8542831368333,-27.4747528056028],[-58.8542853183024,-27.4747502338601],[-58.8542873992661,-27.4747475981269],[-58.8542893796309,-27.4747449074258],[-58.8542912493743,-27.4747421526511],[-58.8542930186123,-27.4747393338859],[-58.8542946769489,-27.4747364781147],[-58.8542962246642,-27.4747335582699],[-58.8542976513623,-27.4747306013357],[-58.8542989672523,-27.4747275983731],[-58.8543025153629,-27.4747190734566],[-58.8543057509076,-27.4747104467112],[-58.8543086635839,-27.4747017360987],[-58.8543112433694,-27.4746929325134],[-58.8543134899841,-27.4746840630229],[-58.8543154134506,-27.4746751367331],[-58.8543169935373,-27.4746661534775],[-58.8543182503827,-27.4746571224452],[-58.8543191533592,-27.4746480704541],[-58.8543197329078,-27.4746389887314],[-58.8543199869898,-27.4746144266359],[-58.8543195744005,-27.4745999861215],[-58.8543186125086,-27.4745855664187],[-58.8543171024229,-27.4745711841451],[-58.8543150458838,-27.4745568558751],[-58.8543124452616,-27.4745425981211],[-58.8543093035536,-27.4745284273139],[-58.8543056243804,-27.4745143597844],[-58.8543014119823,-27.4745004117443],[-58.8542647504975,-27.4744192686546],[-58.8542646978226,-27.474418916154],[-58.8542646313876,-27.4744185655077],[-58.8542645512736,-27.4744182171429],[-58.854264457578,-27.4744178714839],[-58.8542643504151,-27.4744175289519],[-58.8542642299154,-27.474417189964],[-58.8542640962256,-27.4744168549334],[-58.8542639495087,-27.4744165242681],[-58.8542637899434,-27.474416198371],[-58.854263617724,-27.474415877639],[-58.8542634330604,-27.4744155624629],[-58.8542632361775,-27.4744152532267],[-58.8542630273153,-27.4744149503071],[-58.854262806728,-27.4744146540731],[-58.8542625746845,-27.4744143648856],[-58.8542623314675,-27.4744140830969],[-58.8542620773732,-27.4744138090503],[-58.8542618127111,-27.4744135430795],[-58.8542615378038,-27.4744132855088],[-58.854261252986,-27.4744130366517],[-58.8542609586049,-27.4744127968116],[-58.8542606550189,-27.4744125662805],[-58.854260342598,-27.4744123453393],[-58.8542600217227,-27.4744121342572],[-58.8542596927839,-27.4744119332913],[-58.8542593561824,-27.4744117426865],[-58.8542590123283,-27.4744115626749],[-58.8542586616403,-27.4744113934758],[-58.8542583045458,-27.4744112352954],[-58.8542579414798,-27.4744110883263],[-58.8542575728845,-27.4744109527477],[-58.854257199209,-27.4744108287246],[-58.8542568209085,-27.4744107164082],[-58.854256438444,-27.4744106159353],[-58.8542560522812,-27.4744105274282],[-58.8542556628906,-27.4744104509949],[-58.8542552707467,-27.4744103867284],[-58.8542548763271,-27.474410334707],[-58.8542544801124,-27.4744102949941],[-58.8542540825851,-27.474410267638],[-58.8542536842297,-27.4744102526722],[-58.8542532855313,-27.4744102501148],[-58.8542528869757,-27.4744102599689],[-58.8542524890485,-27.4744102822225],[-58.8542520922343,-27.4744103168486],[-58.8542516970167,-27.4744103638049],[-58.854251303877,-27.4744104230343],[-58.8542509132942,-27.4744104944645],[-58.8542505257441,-27.4744105780086],[-58.8542501416989,-27.4744106735648],[-58.8542497616265,-27.4744107810167],[-58.8542493859897,-27.4744109002334],[-58.8542490152463,-27.4744110310696],[-58.8542486498479,-27.4744111733659],[-58.8542482902396,-27.4744113269491],[-58.8542479368595,-27.474411491632],[-58.8542475901381,-27.4744116672139],[-58.8542472504979,-27.474411853481],[-58.8542469183525,-27.4744120502064],[-58.8542465941066,-27.4744122571505],[-58.8542462781552,-27.474412474061],[-58.8542459708833,-27.4744127006738],[-58.854245672665,-27.4744129367127],[-58.8542453838638,-27.4744131818903],[-58.8542451048315,-27.4744134359079],[-58.8542448359079,-27.4744136984559],[-58.8542445774208,-27.4744139692146],[-58.8542443296849,-27.4744142478542],[-58.8542440930022,-27.4744145340351],[-58.8542431765911,-27.4744269000433],[-58.8542417939421,-27.4744392315245],[-58.8542399466225,-27.4744515144982],[-58.8542376367265,-27.4744637350391],[-58.8542348668728,-27.4744758792927],[-58.8542316402012,-27.4744879334909],[-58.85422796037,-27.4744998839677],[-58.8542238315506,-27.4745117171748],[-58.854219258424,-27.4745234196966],[-58.8542142461745,-27.474534978266],[-58.8542088004846,-27.4745463797788],[-58.8542029275278,-27.4745576113089],[-58.8541966339623,-27.4745686601231],[-58.8541899269232,-27.4745795136952],[-58.8541828140141,-27.4745901597203],[-58.8541753032989,-27.4746005861289],[-58.8541674032925,-27.4746107811003],[-58.8541591229513,-27.4746207330765],[-58.8541504716625,-27.4746304307748],[-58.8541414592343,-27.4746398632006],[-58.8541320958841,-27.4746490196603],[-58.8541223922271,-27.4746578897732],[-58.8541123592645,-27.4746664634829],[-58.8541046499724,-27.4746752970308],[-58.8540965991667,-27.4746838931608],[-58.8540882372883,-27.4746922430999],[-58.8540795643372,-27.4747003468482],[-58.8540706008252,-27.4747081775044],[-58.8540613365432,-27.4747157440079],[-58.8540518021187,-27.4747230195405],[-58.8540419873426,-27.4747300130417],[-58.8540319227493,-27.4747367067159],[-58.8540216184546,-27.4747431006465],[-58.8540110746453,-27.4747491767883],[-58.85400031146,-27.4747549443302],[-58.8539893291786,-27.4747603762046],[-58.8539781580555,-27.4747654816838],[-58.8539667981843,-27.4747702517453],[-58.8539531429136,-27.474776870739],[-58.8539392391326,-27.4747830635892],[-58.8539251072598,-27.4747888124172],[-58.8539107472954,-27.474794117223],[-58.8538961896806,-27.4747989692337],[-58.8538814547406,-27.4748033595934],[-58.8538665525915,-27.4748072883852],[-58.8538515035586,-27.4748107467531],[-58.8538363278738,-27.4748137348636],[-58.8538210458624,-27.4748162438607]]]}"
1065,PUNTA SAN SEBASTIAN,,PASEO,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN-JUAN TORRES DE VERA Y ARAGON,"{""type"":""Polygon"",""coordinates"":[[[-58.8410545501823,-27.4612559052184],[-58.8414561999998,-27.4612724999999],[-58.8411253660305,-27.4607895060956],[-58.8410130484688,-27.4606388499419],[-58.8409560789478,-27.4606410494248],[-58.8408950016784,-27.4606539090876],[-58.8408447360199,-27.4606837914978],[-58.8407912999998,-27.4607374999999],[-58.8409508066268,-27.461049620414],[-58.8410545501823,-27.4612559052184]]]}"
1066,,,PASEO,27,DEPORTES,,"{""type"":""Polygon"",""coordinates"":[[[-58.8385516677864,-27.4614692859507],[-58.8385643664801,-27.4614111574348],[-58.83862584815,-27.4613124559646],[-58.8387864317658,-27.4612167376573],[-58.838934745977,-27.4611381715121],[-58.83900467774,-27.4611560091669],[-58.8390886863031,-27.4612149439152],[-58.8391461457019,-27.4612693436526],[-58.8392255675676,-27.46130451495],[-58.8397173121161,-27.461402640907],[-58.8399057269998,-27.4614654742688],[-58.8388071961157,-27.4615425922034],[-58.8385516677864,-27.4614692859507]]]}"
1068,PUNTA MITRE,S/N,,4,ALDANA,PAQUE MITRE,"{""type"":""Polygon"",""coordinates"":[[[-58.8291207917699,-27.4586321635678],[-58.8292446305749,-27.4585100189374],[-58.829325765468,-27.4581720248776],[-58.8293220848892,-27.4579407473693],[-58.8292890805452,-27.4577802361006],[-58.8291980056941,-27.4577066369585],[-58.8291022719667,-27.4576876237666],[-58.8290083484193,-27.4576904757984],[-58.8289489868676,-27.4577063642453],[-58.8288773409405,-27.4577257910504],[-58.8288444008617,-27.4577606995828],[-58.8288233712003,-27.4578109166633],[-58.8288362343731,-27.4579457669158],[-58.8288666391806,-27.4581590607451],[-58.8287134526866,-27.458483340228],[-58.8291207917699,-27.4586321635678]]]}"
1070,PASEO PEDRO FERRÉ,,PASEO,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.851581406614,-27.4665602349871],[-58.8516755328641,-27.4665890866518],[-58.8517540975239,-27.4666009646886],[-58.8518959561494,-27.4665796740721],[-58.8519904315755,-27.4665748379163],[-58.8521037322722,-27.4665757719667],[-58.8522389473359,-27.4665881167219],[-58.8523486064526,-27.4666367487529],[-58.852394361157,-27.4667775028941],[-58.8523138478472,-27.4669537143879],[-58.852258047004,-27.4671750501728],[-58.8522188054188,-27.4673930129955],[-58.8518032485391,-27.4668694901086],[-58.851581406614,-27.4665602349871]]]}"
1071,COSTANERA GRAL. SAN MARTIN,,COSTANERA,16,CAMBA CUA,COSTANERA GRAL. SAN MARTIN-JUAN TORRES DE VERA Y ARAGON,"{""type"":""Polygon"",""coordinates"":[[[-58.8554044872382,-27.4716214236823],[-58.8553633060364,-27.4716081438837],[-58.855495145605,-27.4716266585434],[-58.8554180999998,-27.4714364999999],[-58.8552458817507,-27.4711633296448],[-58.8550491999998,-27.4709371999999],[-58.8547965387172,-27.4705863737059],[-58.8546220603662,-27.4702773038918],[-58.8545568310111,-27.4701322188135],[-58.8544877666065,-27.4698919646943],[-58.8543253939479,-27.4700197775997],[-58.8537276616642,-27.4693724203984],[-58.8533934473359,-27.4689362121621],[-58.8532623010443,-27.468709282791],[-58.8530114760089,-27.4682752641089],[-58.8523306732912,-27.4674421502378],[-58.8522427800953,-27.4674274503126],[-58.8522404945392,-27.4674261803771],[-58.8520044426155,-27.4671092957507],[-58.8518031049528,-27.4668696851646],[-58.8516584359112,-27.4666572776603],[-58.8515845060582,-27.4665604183021],[-58.8513347816975,-27.4663151517552],[-58.8510429992561,-27.4661736262882],[-58.8509059972179,-27.4661081368113],[-58.850613027692,-27.4660150090074],[-58.8499787999998,-27.4659795999999],[-58.8495386303406,-27.4660007893876],[-58.8492932031211,-27.4659666782707],[-58.8490451955676,-27.4658924413912],[-58.8487946635073,-27.4657727320012],[-58.8483751608956,-27.4654724936461],[-58.8473663321404,-27.4647743580914],[-58.846611150044,-27.4641852605011],[-58.8461034701552,-27.4638628963494],[-58.8458736187758,-27.4637727627977],[-58.8456223152249,-27.4637279022347],[-58.8453468965138,-27.4636962092684],[-58.8450688153492,-27.4636324104909],[-58.8449108099084,-27.4635508920095],[-58.8446216999998,-27.4633623999999],[-58.8440200823525,-27.462597046957],[-58.8437163431012,-27.4624073734206],[-58.8435197145919,-27.462293449532],[-58.8433468390029,-27.4622011114465],[-58.8431791999998,-27.4620944],[-58.8419821999998,-27.4613755],[-58.8418790794572,-27.4613229203693],[-58.8414561999998,-27.4612724999999],[-58.8410545501823,-27.4612559052184],[-58.8410076668274,-27.4612934754122],[-58.8407506484422,-27.4613625116471],[-58.8399057269998,-27.4614654742688],[-58.8388071961157,-27.4615425922034],[-58.8385516677864,-27.4614692859507],[-58.8385104316001,-27.4614818830212],[-58.8387074383423,-27.4616021516316],[-58.8397528260093,-27.4615202780971],[-58.8411685461924,-27.4614004989412],[-58.8416616999998,-27.4613790999999],[-58.8419016999998,-27.4614194999999],[-58.8427546999998,-27.4619633999999],[-58.8438677999998,-27.4626189999999],[-58.8441185999998,-27.4628807999999],[-58.8445358842755,-27.4634328168805],[-58.8447439185647,-27.4636029795826],[-58.8449242900553,-27.4636953781663],[-58.8450585425231,-27.4637553108474],[-58.8452408309569,-27.4638076209429],[-58.8455822399548,-27.463834513993],[-58.8459321111584,-27.463912274728],[-58.8461824999998,-27.4640375],[-58.8488727999998,-27.4659532999999],[-58.8493515999998,-27.4660985],[-58.8500931999998,-27.4660735],[-58.8502192999998,-27.4660651999999],[-58.8504150999998,-27.466083],[-58.8506671999998,-27.4661293999999],[-58.8511070999998,-27.4663292999999],[-58.8513698999998,-27.466534],[-58.8519706999998,-27.4672955999999],[-58.8525849999998,-27.4681094999999],[-58.8544785999998,-27.4705701999999],[-58.8556158999998,-27.4721050999999],[-58.8557284999998,-27.4724263999999],[-58.8559381867989,-27.4737725929655],[-58.8561884146772,-27.4735433714661],[-58.8560112999998,-27.4734209999999],[-58.8560048999998,-27.4732565999999],[-58.8558381999998,-27.4722058],[-58.8557493999998,-27.4720791999999],[-58.8554044872382,-27.4716214236823]]]}"
1073,PASEO DE LA MISERICORDIA,,PASEO,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8557493999998,-27.4720791999999],[-58.8553633060364,-27.4716081438837],[-58.855495145605,-27.4716266585434],[-58.8555898890545,-27.4716372156041],[-58.8557457664976,-27.4717064792854],[-58.8557870999998,-27.4717351999999],[-58.8558327999998,-27.4718593999999],[-58.8558059834129,-27.4719433937207],[-58.8557493999998,-27.4720791999999]]]}"
1075,PLAZA DE ARMAS,1940/76,PLAZA,27,DEPORTES,,"{""type"":""Polygon"",""coordinates"":[[[-58.8408978565835,-27.4613229709816],[-58.8408146673881,-27.4613131462951],[-58.8404696034545,-27.4613136748236],[-58.8404424552901,-27.4613195424828],[-58.840419863441,-27.4613302663492],[-58.8404160742489,-27.4613507833217],[-58.8404194364014,-27.4613710764119],[-58.8404478809989,-27.4613994076795],[-58.8407506484422,-27.4613625116471],[-58.8408978565835,-27.4613229709816]]]}"
1076,PARQUE MITRE,,PLAZA,4,ALDANA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8280162377133,-27.4596521392689],[-58.8281679426528,-27.4599085003412],[-58.828173094883,-27.4599621114426],[-58.8281697501138,-27.4600079985129],[-58.8281564067104,-27.4600429767076],[-58.8281309537903,-27.4600719241336],[-58.8281092844053,-27.4600997817917],[-58.8280724570907,-27.4601342414936],[-58.8280295392958,-27.4601501435356],[-58.8279829091017,-27.4601604063232],[-58.8278706828841,-27.4601661850256],[-58.827853769834,-27.4601430850736],[-58.827848429831,-27.4592961595458],[-58.8280162377133,-27.4596521392689]]]}"
1077,,,,1,17 DE AGOSTO,,"{""type"":""Polygon"",""coordinates"":[[[-58.7845848829601,-27.4842826986695],[-58.7840669096578,-27.484356931324],[-58.7837241959611,-27.4843939425058],[-58.7835802435371,-27.484420567579],[-58.783424740665,-27.484455178087],[-58.7831903051562,-27.4845204565165],[-58.783046896392,-27.4845837635717],[-58.7829158656845,-27.4846499456091],[-58.782822263537,-27.4846980088792],[-58.7826899551331,-27.4847863146774],[-58.7825204002663,-27.4848761391369],[-58.7826985827867,-27.4846600352934],[-58.7827500930118,-27.4845839350478],[-58.7827994945029,-27.484511505532],[-58.7828424482785,-27.4844611547679],[-58.7829028287904,-27.4844247908515],[-58.7829901249866,-27.484385895363],[-58.7830772791998,-27.484359910752],[-58.7831736790038,-27.4843395407052],[-58.7832637528463,-27.4843301828693],[-58.7834945283979,-27.4843155987231],[-58.7845848829601,-27.4842826986695]]]}"
